type;id;lat;lon;tags.amenity;tags.brand;tags.fuel:diesel;tags.operator;tags.wheelchair;tags.brand:wikidata;tags.name;tags.opening_hours;tags.brand:wikipedia;tags.compressed_air;tags.fuel:octane_95;tags.fuel:octane_98;tags.check_date;tags.created_by;tags.addr:city;tags.addr:housenumber;tags.addr:postcode;tags.addr:street;tags.branch;tags.payment:cash;tags.payment:credit_cards;tags.payment:debit_cards;tags.self_service;tags.website;tags.payment:cards;tags.fuel:octane_100;tags.phone;tags.alt_name;tags.fuel:biogas;tags.fuel:cng;tags.fuel:HGV_diesel;tags.shop;tags.addr:country;tags.payment:american_express;tags.payment:maestro;tags.payment:mastercard;tags.payment:notes;tags.payment:visa;tags.maxheight;tags.payment:coins;tags.payment:contactless;tags.payment:dkv;tags.payment:postfinance_card;tags.payment:reka;tags.payment:routex;tags.payment:v_pay;tags.payment:visa_electron;tags.fuel:1_25;tags.check_date:opening_hours;tags.fuel:1_50;tags.fuel:GTL_diesel;tags.fuel:biodiesel;tags.fuel:e10;tags.fuel:e85;tags.fuel:electricity;tags.fuel:lpg;tags.fuel:octane_91;tags.opening_hours:signed;tags.fixme;tags.fuel:GTL_diesel:name;tags.fuel:cng:maxheight;tags.fuel:octane_95:name;tags.fuel:octane_98:name;tags.fuel:others;tags.automated;tags.tenant;tags.fuel:adblue;tags.level;tags.capacity;tags.cash_withdrawal;tags.cash_withdrawal:fee;tags.cash_withdrawal:purchase_required;tags.cash_withdrawal:type;tags.source;tags.currency:CHF;tags.currency:EUR;tags.payment:avia_card;tags.mapillary;tags.addr:place;tags.access;tags.contact:phone;tags.name:de;tags.vending;tags.vending_machine;tags.wheelchair:description;tags.car_wash;tags.designation;tags.layer;tags.contact:addr;tags.survey:date;tags.fuel:gasoline;tags.ref;tags.check_date:compressed_air;tags.contact:email;tags.contact:fax;tags.contact:website;tags.seamark:small_craft_facility:category;tags.seamark:type;tags.payment:bebeco;tags.url;tags.old_name;tags.ele;tags.payment:twint;tags.toilets:wheelchair;tags.payment:diners_club_international;tags.is_in;tags.tourism;tags.payment:movieri;tags.note;tags.addr:housename;tags.internet_access;tags.name:fr;tags.fax;tags.ethanol;tags.toilets;tags.addr:state;tags.name:en;tags.payment:others;tags.hgv;tags.not:brand:wikidata;tags.payment:reka_card;tags.payment:uta;tags.workshop;tags.description;tags.delivery:covid19;tags.takeaway:covid19;tags.email;tags.fuel:98E5;tags.fuel:gasoil;tags.fuel:2-cycle_mix;tags.atm;tags.payment:account_cards;tags.car;tags.seamark:information;tags.payment:postcard;tags.payment:app;tags.fuel:V-Power;tags.fuel:super;tags.building;tags.source:addr;tags.payment:myone;tags.name:it;tags.repair;tags.sale;tags.payment:moveri_card;tags.payment:shell;tags.payment:vpay;tags.fuel:propane;tags.internet_access:fee;tags.compressed_air:fee;tags.compressed_air:valves;tags.service:bicycle:pump;tags.fuel:octane_80;tags.payment:diners_club;tags.fuel:octane_92;tags.addr:street:fr;tags.addr:full;tags.waterway;tags.payment:post.ch;tags.addr:suburb;tags.addr:street:de;tags.entrance;tags.fuel:adblue:canister;tags.fuel:100LL;tags.fuel:JetA1;tags.payment:avia;tags.payment:socar_card;tags.payment:tamoil_card;tags.fuel:LH2;tags.fuel:v-power_diesel;tags.fuel:benzin;tags.fee;tags.name:signed;tags.noname;tags.fuel;tags.fuel:air;tags.payment:cryptocurrencies;tags.payment:electronic_purses;tags.fuel:Shell_V-Power;tags.payment:post_finance;tags.covered;tags.payment:girocard;tags.self_checkout;tags.fuel:diesel_plus;tags.construction;tags.dog;tags.payment:hubrol_card;tags.payment:ec_cards;tags.fuel:lng;tags.fuel:petrol;tags.outdoor_seating;tags.operator:wikidata;tags.maxheight:signed;tags.currency:others;tags.payment:euroshell;tags.fuel:h35;tags.fuel:h70
node;54754456;47.1211551;9.122469;fuel;Eni;yes;;;Q565594;Eni;;en:Eni;;yes;yes;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;55275762;47.2148943;9.0214887;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;56237356;47.2203343;8.980851;fuel;;;Post;;;;24/7;;;;;;;Uznach;9;8730;Burgerrietstrasse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;59185470;47.2376219;8.7276971;fuel;Avia;;AVIA;yes;Q300147;AVIA;;de:Avia International;;;;;;Stäfa;109;8712;Seestrasse;;;;;;;;;;;;;;convenience;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;73124669;47.3811098;8.4921479;fuel;Migrol;yes;Migrol;yes;Q1747771;Migrol Service Flurstrasse;PH,Mo-Su 06:00-23:00;;yes;yes;;2024-09-19;;Zürich;32;8047;Rautistrasse;Zürich Flurstrasse;;;;;https://www.migrol.ch/de/;;;;Migrol Flurstrasse;;;;;CH;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;81321511;47.5335372;9.0696973;fuel;;yes;;;;;24/7;;;yes;yes;;;;;;;;yes;;;yes;;;;;;;;;;;yes;yes;yes;;yes;3.8;no;yes;yes;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;82462301;47.6556089;8.857671;fuel;Avia;yes;Avia;;Q300147;Keusch;24/7;;yes;yes;yes;;;;;;;;;;;yes;;;;;;;;;no;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;82462303;47.6577964;8.8533445;fuel;;yes;;;;Kofi's;;;no;yes;yes;;;;;;;;;;;;;;no;;;no;no;no;;;;;;;;;;;;;;;;;no;2023-07-02;no;no;no;no;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;83423432;47.3374315;8.5302419;fuel;Shell;yes;;;Q110716465;Shell Wollishofen;"Mo-Fr 06:30-22:00; Sa-Su 08:00-22:00";;;yes;;;;Zürich;115;8038;Albisstrasse;Zürich Wollishofen;;;;;;;yes;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;83424882;47.3398175;8.5298146;fuel;Avia;;Avia Osterwalder Zürich;;Q300147;Avia Service Wollishofen;24/7;de:Avia International;yes;;;2024-07-19;;;;;;Zürich Wollishofen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;84513888;47.3236425;8.5187472;fuel;Eni;yes;;;Q565594;Eni Sihltalstrasse;"Mo-Fr 06:00-22:00; Sa 06:30-22:00; Su,PH 07:00-22:00";;;yes;;2023-09-23;;;;;;Adliswil Sihltalstrasse;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;86035999;47.0242031;8.2963023;fuel;;yes;Agip;;;Agip;;;;yes;yes;;;;;;;;;;;yes;;;;;;yes;;;convenience;;;;;;;;;;;;;;;;;;;;;;;;;;;Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;89266715;47.1832564;7.9810905;fuel;Agrola;;Landi Oberwiggertal;yes;Q397351;Agrola;;de:Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;94628702;47.0265599;8.2991398;fuel;Shell;;Shell (Switzerland);;Q110716465;Shell Kriens;;;yes;;;;;Kriens;10;6010;Nidfeldstrasse;Kriens;;;;;https://find.shell.com/ch/fuel/10023403-shell-kriens/de_CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;95582040;47.0495135;9.0600281;fuel;Avia;;;;;Avia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838885;47.0678093;9.0577963;fuel;Coop;;Coop Mineraloel;;;Coop Tankstelle;PH,Mo-Su 05:30-23:00;;yes;;;;;;;;;Netstal;;;;;;;;;Coop Tankstelle Netstal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838886;47.0725304;9.0560821;fuel;SOCAR;;SOCAR Energy Switzerland;;Q1622293;SOCAR Glarnerland;;;;;;;;Netstal;4;8754;Landstrasse;Netstal Glarnerland;;;;;https://www.socarenergy.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;98838887;47.0950062;9.0680391;fuel;;;;;;Oil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;101392168;47.3890134;8.695437;fuel;;;;;;AVIA;;;;;;;;Volketswil;4;8604;Pfäffikerstrasse;;;;;;;;;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;102726613;47.2169721;8.5763211;fuel;Migrol;;Migrol;;Q1747771;Migrol Service Sihlbrugg;;de:Migrol;yes;;;;;Sihlbrugg;2;6340;Zugerstrasse;Sihlbrugg;;;;;https://www.migrol.ch/de/;;;;Migrol Sihlbrugg;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;102728438;47.1994085;8.5736624;fuel;;;;no;;;;;;;;;Potlatch 0.4c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;103096904;47.3459074;8.534658;fuel;Avia;yes;A.H. Meyer & Cie;;Q300147;Avia Wollishofen Franz;;;;yes;yes;;;;;;;Zürich Wollishofen Franzareal;;;;;;;;;;;;;convenience;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;103102957;47.3485725;8.5340966;fuel;BP;yes;;;Q152057;BP Service Wollishofen;PH,Mo-Su 00:00-24:00;;yes;yes;yes;;;Zürich;320;8038;Mythenquai;Zürich Wollishofen;;;;;;;;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;110964235;47.5278765;7.7003458;fuel;BP;yes;;;Q152057;BP;24/7;en:BP;;yes;yes;;;;;;;;;;;;;;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;Ultimate Diesel;2.8;Bleifrei 95;Ultimate Bleifrei 98;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;111247327;47.5080581;8.5437196;fuel;Migrol;yes;Migrol;;Q1747771;Migrol Tankstelle AMAG Bachenbülach;24/7;de:Migrol;;yes;yes;;;Bachenbülach;29;8184;Bächliwis;Bachenbülach AMAG;;;;yes;https://www.migrol.ch/de/;;;;Migrol AMAG Bachenbülach;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;AMAG Bachenbülach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;125683037;47.5250153;7.6900191;fuel;BP;;BP;;Q152057;BP;;en:BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;130216563;47.4804183;8.2358504;fuel;;;Avia;;;AVIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;130216565;47.4811412;8.2391514;fuel;;;Shell;;;Shell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;130216566;47.4842929;8.242173;fuel;;;BP;;;BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;135633811;47.3980896;8.5399105;fuel;Migrol;yes;Migrol;no;Q1747771;Migrol Tankstelle Milchbuck;24/7;de:Migrol;;yes;yes;;;Zürich;18;8057;Wehntalerstrasse;Zürich Milchbuck;;;;yes;https://www.migrol.ch/de/;;;;Migrol Milchbuck;;;;no;CH;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;148213917;47.0067564;7.1099653;fuel;Avia;;Avia;;Q300147;Avia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;148466650;47.4387423;8.3478347;fuel;Shell;yes;Shell (Switzerland);;Q154950;Shell Würenlos-Wald;24/7;;yes;yes;;;;Würenlos;;5436;;A1 Würenlos-Wald;;;;;https://find.shell.com/ch/fuel/10023396-shell-wuerenlos-wald/de_CH;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;148466654;47.4383077;8.3470877;fuel;Shell;yes;Shell (Switzerland);;Q154950;Shell Würenlos-Limmat;24/7;;yes;yes;;;;Würenlos;;5436;;A1 Würenlos-Limmat;;;;;https://find.shell.com/ch/fuel/10023369-shell-wuerenlos-limmat/de_CH;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;153289980;47.5389027;7.7343968;fuel;Coop;;Coop Mineraloel;yes;;Coop Tankstelle;;;;;;;;;;;;Kaiseraugst;;;;;;;;;Coop Tankstelle Kaiseraugst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;171100087;47.2028273;9.0072882;fuel;Opel;yes;;;;Kessler Garage;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;179047160;47.2327033;8.6143556;fuel;Independent;yes;Tankstelle Svabic;limited;;Tankstelle Svabic;24/7;;;yes;;;;Horgen;251;8810;Zugerstrasse;Horgen;;;;yes;https://www.svabic.ch/;;;;Tankstelle Svabic Horgen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;182812681;47.0111586;9.5123249;fuel;BP;;;yes;;;;;;;;2023-07-13;;;;;;;;;;;;;;+41 81 302 64 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;190344999;47.3795583;9.5445168;fuel;BP;yes;BP;;Q152057;Schöntalgarage;24/7;;yes;yes;yes;;;Altstätten SG;24;9450;Rorschacherstrasse;;;;;yes;;yes;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;194647104;47.4149012;9.6323521;fuel;;yes;Coop;;;Coop pronto, Heerbrugg;;;no;yes;yes;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;201387216;47.4352023;9.1387028;fuel;Coop;yes;Coop Mineraloel;;;Coop Tankstelle;;;;yes;yes;;;;;;;Uzwil;;;;;;;;;Coop Tankstelle Uzwil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;postfinance_card;no;no;checkout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;206380323;47.0438236;8.364317;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;207089654;47.2140371;7.7435;fuel;;;;;;;24/7;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;knowledge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;208814607;47.1958318;7.6992632;fuel;;yes;;;;Landi;;;;yes;yes;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;213320801;47.2291296;9.0232582;fuel;Shell;;;no;;Shell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;220030470;47.5023332;8.0316396;fuel;Tamoil;;;;Q706793;Tamoil;24/7;;;yes;yes;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
